amount,amount_log,hour,day_of_week,user_account_age_days,card_age_days,txn_count_7d,txn_count_30d,avg_amount_30d,std_amount_30d,amount_to_avg_ratio,failed_auths_24h,is_new_device,is_international,distance_km,ip_risk_score,email_risk_score,merchant_risk_category,time_since_last_txn_hrs,device_os_encoded,browser_encoded,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
4.6141,1.7253,19,4,833,1842,10,34,3.8249,13.3353,0.9563,0,0,0,41.863,0.3308,0.4584,0,90.0945,3,1,-0.168,-1.4047,18.0,0.783
16.0039,2.8334,15,1,3534,1103,18,59,52.3083,61.3332,0.3002,0,1,0,8.0255,0.2598,0.1934,0,11.2393,1,5,1.1201,-0.0325,45.0,0.5523
120.1665,4.7972,9,3,213,439,1,74,174.2106,18.2598,0.6858,0,1,1,3.7385,0.1891,0.1684,3,33.3973,2,5,-0.0827,0.0853,78.0,0.1669
119.2445,4.7895,22,1,1102,256,2,12,12.4419,62.0322,8.8711,1,0,0,4.9921,0.2278,0.3235,1,33.6713,4,6,-1.2961,0.6809,51.0,0.3786
922.5675,6.8282,17,6,2938,1819,8,35,87.9933,29.5461,10.3667,0,1,0,26.807,0.1856,0.1489,1,0.1753,0,3,-1.8737,-0.7967,0.0,0.3524
10.7911,2.4673,11,1,2920,603,20,49,46.0809,5.0812,0.2292,1,0,0,7.57,0.082,0.2782,0,31.2041,3,6,-1.8824,-0.3712,44.0,0.5093
2.3254,1.2016,20,5,1189,867,18,13,4.1508,0.8663,0.4515,0,0,1,28.7292,0.3541,0.5779,0,53.2341,3,6,1.3165,-1.0475,51.0,0.3247
17.2589,2.9047,15,2,2814,523,2,41,32.7166,48.4209,0.5119,0,0,0,39.7208,0.4065,0.0122,2,37.8452,1,3,-0.0913,-0.6915,60.0,0.5528
23.2053,3.1866,10,6,461,37,37,177,33.7366,6.4161,0.668,3,0,1,16.361,0.2715,0.0446,0,0.2225,0,6,-0.5835,-0.4112,93.0,0.3787
20.5983,3.0726,16,3,2703,1506,20,41,8.8152,11.1989,2.0986,0,0,1,99.8461,0.0739,0.5364,0,23.3575,0,3,2.608,-0.7882,46.0,0.1034
2.6224,1.2871,16,6,1711,1175,14,75,60.1142,15.5813,0.0429,0,0,1,40.7096,0.2183,0.5247,2,7.2139,4,6,0.9511,0.7049,2.0,0.0421
12.6335,2.6125,22,6,876,1171,16,68,25.9453,44.3572,0.4689,1,0,1,10.6931,0.4631,0.1212,0,90.0146,0,0,0.9228,1.8536,59.0,0.4329
8.0735,2.2054,20,3,1893,1940,3,55,72.7922,25.7929,0.1094,0,1,0,13.4531,0.4255,0.4463,0,44.5162,4,5,0.6371,0.0751,11.0,0.328
99.5375,4.6105,9,0,554,26,5,16,3.0678,5.5607,24.4693,0,0,0,94.8915,0.1059,0.5909,1,89.7119,2,7,1.4516,-1.4905,1.0,0.3522
144.385,4.9794,19,4,1954,1091,5,78,20.7914,18.7873,6.6258,0,0,0,30.5993,0.3723,0.3937,0,20.1225,3,4,-0.2973,0.0308,88.0,0.4376
4.8075,1.7592,11,5,1179,386,24,6,308.5381,4.7145,0.0155,0,1,0,20.4063,0.3565,0.2145,1,8.1094,4,6,0.3859,1.1456,90.0,0.3141
12.7913,2.624,17,0,249,890,14,7,252.0056,53.1414,0.0506,0,0,0,6.4937,0.3774,0.094,1,69.3189,0,6,-1.6825,-0.3457,8.0,0.1493
3.0368,1.3954,5,0,2678,1904,12,51,10.5789,17.3452,0.2623,2,0,0,49.2266,0.471,0.2515,0,46.3296,2,5,0.9024,-1.4867,97.0,0.0126
2.976,1.3803,11,0,396,223,4,29,110.7999,19.3418,0.0266,0,0,0,44.5604,0.221,0.1602,2,40.3978,4,3,-0.0431,0.0569,40.0,0.1677
8.6368,2.2656,9,0,2683,108,1,39,21.913,8.7227,0.3769,0,0,0,36.349,0.6052,0.3209,0,27.9306,3,1,-0.9254,-0.2815,88.0,0.6238
623.0537,6.4362,21,4,2392,844,13,37,183.8028,6.3545,3.3715,0,0,0,48.3413,0.1858,0.2497,0,20.6505,2,7,-0.4171,0.328,29.0,0.8137
141.1945,4.9572,22,0,2958,1484,3,12,13.5185,49.1093,9.7251,0,0,0,9.9696,0.5665,0.2971,0,2.805,1,6,1.8085,0.2841,99.0,0.4325
304.7036,5.7226,21,6,1005,904,10,24,43.0649,70.6963,6.9149,0,0,0,12.755,0.5599,0.4824,0,17.4532,2,1,-0.7046,-0.3374,2.0,0.3254
10.6171,2.4525,16,4,217,291,13,7,27.1951,14.0991,0.3766,2,1,0,30.3966,0.5253,0.2576,0,71.804,0,6,0.8158,0.0521,97.0,0.7373
25.8021,3.2885,9,4,3287,658,11,48,6.4339,39.846,3.4709,0,0,1,119.2622,0.5315,0.2627,0,15.2539,2,7,0.7694,0.754,72.0,0.3999
17.0918,2.8955,19,0,172,268,5,18,192.0457,5.6363,0.0885,0,0,0,56.7484,0.3508,0.2,0,18.1221,3,7,0.5901,0.1118,99.0,0.4096
14.691,2.7531,19,6,371,1586,19,33,111.5217,2.3822,0.1306,0,0,0,47.9627,0.2244,0.35,2,66.8583,2,5,-0.1055,0.0555,86.0,0.6707
38.9717,3.6882,21,5,2116,683,11,17,11.6727,39.2219,3.0752,0,0,0,3.1296,0.0859,0.3462,0,60.7736,2,4,0.3809,0.1332,10.0,0.8722
14.4149,2.7353,10,1,701,1382,5,40,9.0358,56.8495,1.4364,0,0,1,145.894,0.1555,0.6524,3,4.702,4,6,-0.9824,-0.9242,67.0,0.706
9.4524,2.3468,8,1,222,1770,24,59,115.405,34.1991,0.0812,3,1,0,102.5296,0.1936,0.4835,0,19.21,3,1,-0.2015,-0.9986,33.0,0.0322
745.4963,6.6154,17,0,3409,1084,8,12,17.9944,26.1942,39.2482,0,0,0,294.0413,0.6435,0.4474,2,53.1749,1,0,-1.7544,-0.7749,31.0,0.5859
9.1718,2.3196,9,5,3110,1717,19,70,123.0251,54.2034,0.074,0,1,0,141.2392,0.4067,0.3068,0,7.9149,0,0,-0.9877,1.5502,62.0,0.4283
5.9197,1.9344,14,3,3440,1762,20,63,13.2001,14.7849,0.4169,0,0,0,9.0319,0.5103,0.3164,2,6.8269,2,2,1.6869,-0.3993,23.0,0.7461
43.558,3.7968,20,1,1444,1753,20,73,117.8702,2.3132,0.3664,3,0,0,12.1912,0.2035,0.0408,0,42.2925,2,6,-0.6569,-0.7098,25.0,0.4629
51.0089,3.9514,8,3,1807,227,1,80,149.7068,44.8834,0.3385,1,0,1,106.793,0.1709,0.149,1,1.7864,2,2,0.7038,-0.2762,48.0,0.6749
6.8803,2.0644,13,1,1250,1769,3,89,46.0084,36.2603,0.1464,0,0,0,72.8392,0.5701,0.5724,1,132.1267,4,0,0.7997,0.6452,81.0,0.1067
398.5836,5.9904,17,0,1982,1604,1,33,16.4367,47.7342,22.8589,2,0,1,30.6709,0.0316,0.1216,0,85.6684,1,5,0.1506,0.8918,63.0,0.6313
151.7515,5.0288,8,4,3200,1882,1,28,31.7741,27.7678,4.6302,0,0,0,2.0663,0.3021,0.2344,1,4.0532,1,2,-0.3479,-1.6056,23.0,0.7736
115.7727,4.7602,11,3,3534,1080,21,68,41.1493,5.5385,2.7467,0,0,1,54.9598,0.4675,0.096,0,89.26,2,5,1.2145,-1.3628,50.0,0.6288
100.8237,4.6232,22,6,1081,1695,10,59,38.1282,15.2719,2.5768,3,0,0,42.2939,0.2568,0.1667,2,14.0887,2,5,-1.6093,0.8928,38.0,0.9862
2.7549,1.323,13,4,2858,433,6,43,450.2555,27.3196,0.0061,0,0,0,10.1721,0.0032,0.3522,0,44.4179,0,2,1.0768,-1.3392,27.0,0.5041
16.0412,2.8356,17,1,3554,1454,15,75,421.5152,10.8213,0.038,1,0,0,39.3791,0.0085,0.473,1,29.2761,3,3,1.514,-0.5139,41.0,0.7648
1.8249,1.0385,0,3,3212,123,19,67,91.8752,21.3597,0.0196,0,0,0,2.613,0.6403,0.7471,1,16.7449,2,1,0.2016,-0.0855,65.0,0.6225
28.7652,3.3933,18,5,574,583,3,26,411.5124,4.0268,0.0697,0,0,0,14.5878,0.0344,0.2764,1,23.1294,1,7,-2.3091,1.1915,22.0,0.7985
12.2004,2.5803,17,3,1299,266,5,32,41.8899,48.5188,0.2845,2,0,1,29.3138,0.2113,0.0787,2,22.5103,2,3,1.8379,1.4725,3.0,0.0318
43.9118,3.8047,22,3,194,682,16,72,184.3911,6.6141,0.2369,0,0,1,19.553,0.5135,0.382,1,54.6114,3,2,-1.4316,-0.0649,68.0,0.1198
7.4645,2.1359,17,5,619,1517,18,49,63.1103,37.979,0.1164,0,0,1,31.9341,0.1783,0.4147,1,13.2258,0,0,-1.1806,1.6573,28.0,0.7431
38.9283,3.6871,13,5,1438,2,20,64,11.5334,28.4331,3.106,0,0,1,46.4691,0.2315,0.3592,0,5.5351,1,5,-0.646,-1.4099,28.0,0.4348
8.8306,2.2855,20,1,1337,1335,10,64,17.6546,82.7867,0.4734,0,1,0,92.8995,0.2389,0.5447,1,25.8416,0,5,1.3471,-1.9005,80.0,0.968
606.1165,6.4087,9,1,2808,1501,3,47,65.0453,19.7981,9.1773,1,0,1,19.7225,0.2424,0.1014,3,28.7187,3,7,-0.2815,-2.4069,52.0,0.3804
17.5738,2.9218,18,4,3370,1830,12,89,15.0753,22.0406,1.0932,0,0,0,5.2596,0.0527,0.5387,2,10.7129,1,6,-1.0332,-0.4945,23.0,0.3347
594.7384,6.3898,11,5,429,244,5,17,304.0452,30.6045,1.9497,0,0,0,3456.0084,0.2441,0.1073,2,134.9257,2,5,1.5148,-1.3013,56.0,0.6291
91.193,4.5239,13,6,1990,771,10,81,7.4915,4.4492,10.7393,0,0,0,21.3942,0.2561,0.3546,1,20.2607,4,0,-0.2082,0.0978,27.0,0.6292
71.5551,4.2843,18,1,607,89,24,12,14.6868,11.5875,4.5615,0,1,0,31.5437,0.357,0.2451,0,24.751,2,1,-0.0645,-0.0451,53.0,0.2102
856.42,6.7539,17,2,4,12,1,10,834.619,107.1067,1.0249,2,1,0,225.5249,0.5533,0.2231,3,5.3668,0,5,-0.3867,-1.0452,49.0,0.0315
100.0,4.6151,5,0,1636,350,11,23,192.6341,1.1579,0.5164,0,0,0,3474.4781,0.4756,0.0395,1,8.9981,0,1,0.5752,-0.2826,67.0,0.8307
102.0311,4.635,21,2,1117,527,10,27,8.7716,34.9513,10.4416,0,0,0,112.8373,0.2051,0.0258,0,43.6231,2,7,1.0193,-0.2327,46.0,0.0303
97.0766,4.5857,10,5,272,1468,1,26,46.6604,14.0361,2.0368,1,0,0,50.3208,0.3569,0.0857,0,4.5593,3,0,-0.3936,0.5035,93.0,0.5546
2.321,1.2003,11,5,3180,168,10,64,18.3192,7.6194,0.1201,1,1,0,15.6942,0.4025,0.1167,0,7.0008,3,1,0.7194,0.5659,78.0,0.2587
3.3133,1.4617,4,6,1464,185,23,397,2.2773,5.6363,1.011,1,1,1,190.2338,0.1334,0.1545,2,0.4958,0,4,0.9043,0.2433,97.0,0.6349
58.734,4.0899,13,6,1642,2,1,40,29.5083,26.363,1.9252,1,1,0,11.1793,0.3669,0.144,1,44.7125,2,1,-0.2735,-0.0112,23.0,0.6444
134.4343,4.9085,18,5,1569,815,11,10,9.6492,70.6548,12.6239,0,0,0,81.3662,0.3646,0.5694,0,10.3,4,5,0.6803,1.9842,69.0,0.8365
39.2422,3.6949,9,6,3469,242,20,82,109.1453,17.9191,0.3563,1,0,1,7.5982,0.3598,0.2865,0,6.6827,4,7,2.0353,-1.2919,29.0,0.0478
79.9587,4.3939,9,4,1425,1607,13,41,19.6591,8.5529,3.8704,0,0,1,25.5323,0.1392,0.4876,2,39.4682,2,0,-0.6191,0.5445,82.0,0.5931
331.118,5.8055,19,3,775,843,10,27,13.8687,0.4782,22.2695,0,0,0,115.1452,0.1708,0.0999,0,32.9559,2,2,0.78,-1.9844,52.0,0.9059
304.0707,5.7205,14,3,1122,1337,7,33,31.8339,2.3764,9.2609,0,0,0,23.0543,0.0292,0.1788,2,30.3401,4,0,0.0252,-0.6736,20.0,0.8504
12.9114,2.6327,8,1,212,1837,16,19,69.5042,23.9742,0.1831,0,0,1,18.7688,0.3657,0.1286,1,20.5793,2,7,0.2153,0.4697,2.0,0.0301
9.5475,2.3559,16,6,996,115,1,6,9.2419,36.6061,0.9322,0,0,1,16.251,0.2574,0.4737,0,11.8961,1,3,0.911,1.5194,45.0,0.6607
45.2916,3.835,10,2,357,1976,12,50,174.7458,9.1887,0.2577,2,1,0,23.7075,0.2515,0.211,1,37.2862,1,1,0.1928,0.7997,63.0,0.2234
188.4483,5.2441,15,0,48,852,2,5,7.8835,42.3425,21.2134,0,0,1,35.4209,0.1918,0.2728,1,13.725,1,4,-0.1556,1.0889,99.0,0.3691
6.3891,2.0,11,0,858,1692,18,82,98.3987,29.287,0.0643,0,0,0,36.9203,0.0124,0.2677,0,7.9373,2,0,-0.2395,0.1862,53.0,0.8282
28.0682,3.3696,18,2,2860,492,4,67,109.0823,6.1265,0.255,0,1,0,6.9624,0.3859,0.2002,0,71.5107,0,3,0.9394,0.0942,70.0,0.5795
19.7763,3.0338,9,4,2522,323,12,51,66.3275,14.8247,0.2937,1,0,0,59.3053,0.0116,0.1616,1,3.0437,1,1,-0.3499,1.2268,26.0,0.7629
14.6679,2.7516,8,0,214,1269,8,43,108.258,4.7599,0.1343,0,0,0,12.4441,0.3412,0.28,0,26.4819,2,0,0.8141,1.1777,80.0,0.2162
8.989,2.3015,13,0,1268,810,1,65,38.5287,19.1436,0.2274,0,0,0,98.938,0.3996,0.1352,0,0.2003,3,2,-1.3877,-0.7186,46.0,0.9342
80.0,4.3944,13,1,37,27,4,2,122.1203,43.5686,0.6498,2,1,0,54.1058,0.5204,0.5638,2,24.7554,3,6,0.4184,-0.1781,72.0,0.8508
42.4118,3.7707,9,3,1003,388,16,38,95.7934,13.4571,0.4382,0,1,0,42.5521,0.4474,0.0316,0,7.7163,3,1,-0.367,0.0883,83.0,0.003
50.2586,3.9369,13,4,2896,682,23,45,5.0876,30.5883,8.2559,0,0,0,38.8144,0.2831,0.206,0,31.9156,3,5,-0.214,1.1272,2.0,0.0549
6.3502,1.9947,17,3,1797,443,8,89,465.4955,2.2208,0.0136,1,1,0,64.1523,0.6817,0.0537,1,1.3552,4,0,-0.2615,-1.179,65.0,0.9632
77.1594,4.3587,1,4,781,44,4,26,16.8052,19.5742,4.3335,1,1,1,550.4831,0.5202,0.5495,3,116.0454,2,0,-2.2703,-1.3003,62.0,0.2974
41.2397,3.7434,9,6,1880,1653,19,31,13.6028,2.9537,2.8241,0,1,1,14.6396,0.2293,0.0355,1,60.6771,4,7,-0.6204,0.2844,51.0,0.7555
7.2104,2.1054,10,0,1452,81,14,89,87.3207,8.299,0.0816,0,0,0,56.1341,0.433,0.2914,1,139.6509,1,2,-2.5558,-1.3661,49.0,0.8259
164.5215,5.1091,16,1,1390,213,22,46,19.7696,16.5162,7.9213,0,0,0,39.7989,0.263,0.3828,0,4.2583,2,0,-1.5843,-0.4336,91.0,0.7239
9.3512,2.3371,10,2,184,1654,15,63,162.181,5.0281,0.0573,0,0,0,171.7965,0.1928,0.4059,0,25.7778,2,3,-0.9847,-0.0075,9.0,0.5485
10.4559,2.4385,19,3,702,222,22,49,8.9602,1.3408,1.0498,0,0,0,28.5283,0.2149,0.4122,1,52.0803,0,4,2.7262,-0.3895,0.0,0.3242
63.2467,4.1627,19,1,457,1193,22,58,40.8427,55.9186,1.5115,0,1,0,29.1027,0.2996,0.4052,0,14.6588,4,3,-0.8525,0.0675,80.0,0.9626
6.0843,1.9579,19,0,2831,735,21,39,84.1742,73.3479,0.0714,0,0,0,27.7569,0.2941,0.1224,0,28.7931,0,6,-1.2575,-0.8154,53.0,0.8231
19.2692,3.0091,8,4,2454,1252,19,30,6.4058,59.2423,2.6019,2,0,0,128.1914,0.0622,0.034,2,12.3197,1,4,0.7001,0.3087,1.0,0.6092
5.1627,1.8185,15,3,720,875,4,49,36.4748,20.6364,0.1378,0,0,1,17.4796,0.1344,0.2121,0,11.7004,1,0,-0.0626,-0.4872,50.0,0.8959
7.3141,2.1179,14,5,3133,1075,4,34,19.3546,22.5366,0.3593,0,1,0,54.5396,0.1222,0.3002,0,9.0799,0,5,0.8737,-0.5493,36.0,0.387
50.5593,3.9427,12,5,1532,67,15,35,80.2345,13.0409,0.6224,0,1,1,22.1494,0.3328,0.1917,4,47.9144,2,1,0.1448,-0.7311,49.0,0.0269
58.6177,4.088,17,4,3394,746,18,82,3.4117,29.3829,13.2868,0,0,0,95.0155,0.229,0.2235,0,10.4755,4,3,1.419,1.5048,27.0,0.8844
520.992,6.2577,9,4,293,171,10,21,40.1312,48.9244,12.6666,0,1,1,2098.3499,0.6105,0.4351,3,18.6362,4,1,1.0853,-0.2357,70.0,0.5461
162.6377,5.0977,21,0,1850,166,6,44,10.6105,105.3598,14.0078,0,1,0,62.6934,0.4331,0.1024,1,22.5759,0,7,1.2248,-0.0106,2.0,0.31
195.8587,5.2825,9,4,948,131,4,5,6.1654,38.4496,27.3338,0,1,1,2058.2294,0.6431,0.4356,4,22.823,1,7,1.1391,0.8598,2.0,0.5802
8.5696,2.2586,10,0,1850,719,10,50,47.2079,15.1512,0.1778,0,0,0,0.6553,0.2967,0.191,1,67.3326,2,5,1.1239,0.862,97.0,0.0486
14.8481,2.7631,12,6,1321,37,18,77,8.7299,15.319,1.526,0,0,0,12.8459,0.4633,0.5839,1,12.6379,4,7,1.0,-1.2655,60.0,0.6439
7.1507,2.0981,9,2,1563,125,15,18,279.6878,0.8807,0.0255,0,0,0,35.0933,0.1668,0.4439,1,20.3057,4,4,-0.207,-0.4685,61.0,0.863
12.7021,2.6176,17,4,2206,283,5,45,157.4229,35.2727,0.0802,0,0,1,29.8498,0.4083,0.1829,0,40.7527,3,1,-1.171,-0.9559,51.0,0.0737
1.2173,0.7963,20,0,1308,1441,18,22,31.5765,17.2616,0.0374,0,0,0,27.1507,0.2377,0.1865,1,104.1739,0,1,0.6372,-0.0682,32.0,0.2861
3.3406,1.468,8,6,2942,1822,1,74,64.8679,58.938,0.0507,0,0,0,33.8182,0.4386,0.1778,2,48.7056,3,0,0.8479,0.3499,90.0,0.7717
9.7422,2.3742,17,4,3331,1243,7,88,170.0114,12.3104,0.057,0,0,0,20.8542,0.5042,0.3449,0,0.6474,3,3,-2.2454,0.4673,94.0,0.9447
1672.9834,7.423,1,2,1951,1422,4,73,111.9853,2.0463,14.8071,2,0,0,59.6204,0.2433,0.5521,0,25.5801,4,4,0.2892,0.2583,63.0,0.7679
93.0445,4.5438,12,3,854,1008,24,71,17.028,6.7776,5.1611,0,0,0,3.0206,0.0698,0.1195,0,15.3405,2,6,-1.5419,-0.5787,97.0,0.5274
153.3243,5.0391,10,5,2661,799,21,82,31.3864,1.2907,4.7342,0,1,0,57.6076,0.3615,0.2539,2,2.6308,4,7,-1.6493,-1.328,79.0,0.027
6.343,1.9937,19,3,1264,1909,19,15,49.7916,5.0253,0.1249,0,1,0,23.9163,0.0341,0.1874,0,37.3687,3,5,1.7959,-0.8504,6.0,0.7907
33.2352,3.5333,10,3,144,1584,7,83,154.7391,30.9113,0.2134,0,1,0,8.209,0.336,0.0264,0,64.2104,2,3,-0.9844,-0.6502,55.0,0.108
21.5173,3.1143,17,0,3610,380,6,75,10.4332,49.6804,1.882,2,0,0,124.4061,0.205,0.4464,4,30.2447,3,5,1.8672,0.8954,98.0,0.2471
188.7974,5.246,17,0,2991,1630,20,76,8.6192,12.9865,19.6271,1,1,0,2.4279,0.5027,0.0867,1,9.5652,0,0,1.5599,-0.814,6.0,0.6535
370.2867,5.917,14,3,3404,107,4,14,31.0562,1.097,11.5512,0,1,1,2432.4376,0.6132,0.3024,4,145.9781,3,3,1.8971,-0.2112,9.0,0.834
89.2514,4.5026,10,3,2234,1669,13,18,27.6238,6.9687,3.1181,0,1,1,72.1143,0.2094,0.5109,1,19.3563,4,2,0.0995,0.7904,97.0,0.5784
847.6375,6.7436,1,4,2190,269,5,32,1.8665,25.2454,295.7008,0,1,0,180.4817,0.6105,0.3711,3,8.5209,1,3,0.24,0.5689,46.0,0.7423
4.9908,1.7902,22,1,3477,206,19,69,29.1658,6.0535,0.1654,0,1,1,168.9176,0.1147,0.3338,2,41.5386,3,7,-0.5365,-1.289,58.0,0.8026
6.134,1.9649,21,4,2758,29,14,48,100.1627,74.3159,0.0606,0,0,1,22.9807,0.593,0.1664,2,22.7671,1,2,-1.201,-1.3587,44.0,0.9941
199.932,5.303,20,1,525,1903,4,38,39.6296,29.0236,4.9208,0,1,0,32.2943,0.245,0.3454,1,10.518,0,4,-0.2412,0.7065,77.0,0.3453
12.8642,2.6293,9,2,651,1440,10,74,130.9694,2.8321,0.0975,0,0,0,61.8216,0.0796,0.3287,0,49.6482,1,3,-0.2557,0.099,42.0,0.1177
6.5033,2.0153,18,2,2716,54,7,61,5.6042,5.5764,0.9847,1,1,0,2.0772,0.4532,0.2723,0,14.2272,2,5,-1.3129,-0.1787,58.0,0.5112
1.0982,0.7411,13,3,3097,1287,10,50,49.7711,26.2176,0.0216,1,1,1,115.6052,0.0183,0.1941,2,21.556,4,3,1.2751,-0.2222,83.0,0.722
28.181,3.3735,17,5,1917,1509,10,87,4.0983,8.2898,5.5276,0,0,0,101.4743,0.3344,0.1541,0,20.86,3,7,0.1549,1.8214,21.0,0.244
87.2847,4.4806,18,5,2862,1814,23,25,377.424,8.8347,0.2307,0,0,1,231.7605,0.2667,0.0629,0,76.0559,3,4,0.0598,-1.0565,34.0,0.4851
3.5944,1.5248,8,4,2677,22,12,21,28.2203,24.873,0.123,0,0,0,24.2957,0.0528,0.596,2,43.5086,0,1,-0.0984,-0.6253,37.0,0.9051
80.0,4.3944,15,1,51,21,7,2,171.0665,45.5745,0.4649,1,0,0,23.7766,0.5148,0.7198,4,26.0639,1,6,0.0304,1.0328,24.0,0.0258
13.2483,2.6566,10,6,2192,1465,23,75,13.3912,15.0271,0.9206,0,1,0,21.2231,0.1024,0.1224,0,3.0921,2,5,0.2908,0.3995,45.0,0.2896
28.9431,3.3993,10,2,2524,312,3,77,4.5603,11.9633,5.2053,0,0,0,51.84,0.0599,0.2583,0,54.8996,0,2,0.8229,0.2881,93.0,0.5007
65.4718,4.1968,16,1,2176,251,6,80,10.9411,66.3067,5.4829,0,1,0,29.0419,0.2447,0.0584,0,53.8538,3,5,-0.9834,-0.7266,49.0,0.1124
22.2414,3.1459,19,1,1086,282,6,27,102.8391,4.0054,0.2142,0,0,0,159.4401,0.0276,0.0247,0,3.6536,2,1,-1.0031,-0.1588,80.0,0.7896
92.1967,4.5347,2,4,3179,1223,22,7,14.8915,53.9495,5.8016,0,0,1,24.7387,0.4114,0.2019,0,17.0204,0,4,-0.3684,1.941,51.0,0.1861
5.4734,1.8677,14,4,844,1330,1,67,40.1118,18.5285,0.1331,0,0,1,23.9368,0.6,0.2281,1,27.2599,2,0,0.4586,-0.1603,51.0,0.9252
8.5233,2.2537,9,5,1114,1302,5,2,74.6109,1.3195,0.1127,0,0,0,8.4952,0.1325,0.3468,0,8.2346,0,1,0.7032,0.2853,44.0,0.6873
280.263,5.6393,10,5,2771,1004,22,24,4.5121,2.8259,50.8455,0,0,0,25.9984,0.7089,0.2155,0,33.1702,3,0,0.165,-1.7094,64.0,0.4955
99.5689,4.6108,19,0,10,35,5,10,94.6429,124.3569,1.041,0,1,0,29.7662,0.3289,0.7139,3,17.2328,2,6,-1.0416,1.6466,41.0,0.749
38.4402,3.6748,18,4,3224,886,24,26,7.1392,3.7336,4.7229,2,0,1,53.0517,0.787,0.1966,3,7.1399,4,6,0.5953,1.7448,88.0,0.2767
15.7476,2.8183,0,4,667,104,115,361,92.9491,3.3746,0.1676,1,0,0,36.5155,0.6399,0.3093,0,1.478,4,1,-0.3702,2.7001,10.0,0.8785
334.8634,5.8167,12,5,1251,1055,24,75,69.5999,15.1575,4.7431,1,0,0,80.269,0.0831,0.1596,0,24.4992,0,5,-0.4032,0.1092,81.0,0.9307
271.5244,5.6077,8,3,1776,1447,10,61,20.2143,21.0251,12.7991,0,0,0,14.4401,0.2336,0.5974,0,5.4391,2,2,0.262,-0.5543,69.0,0.6938
19.2977,3.0105,10,3,3398,1967,13,59,290.4429,6.8809,0.0662,0,0,0,61.6527,0.099,0.5799,0,48.4299,0,5,0.1076,0.3448,94.0,0.8097
344.8835,5.8461,11,1,166,1025,18,55,41.6599,17.7105,8.0845,0,0,1,21.3386,0.2698,0.5551,1,59.646,3,0,-0.3107,-1.1548,8.0,0.6449
4.7529,1.7497,9,6,3117,3,14,23,6.9394,24.3907,0.5986,0,0,1,17.2638,0.1844,0.4277,0,27.7368,3,3,1.5416,-0.7835,78.0,0.8658
66.1971,4.2076,21,1,2568,1889,1,75,197.8044,152.0509,0.333,0,0,1,18.3793,0.5461,0.0097,0,18.2945,4,4,0.0904,0.0575,55.0,0.1631
334.0396,5.8142,22,2,750,607,13,54,138.0513,12.2238,2.4023,0,0,0,18.8108,0.2401,0.1581,0,91.7907,3,3,-0.0544,-0.8769,99.0,0.3304
8.113,2.2097,9,3,2606,57,18,65,7.2022,55.8537,0.9891,0,1,1,33.7011,0.0752,0.222,0,10.9303,1,1,0.0979,-1.0732,11.0,0.7154
80.0,4.3944,13,4,55,20,2,10,243.0952,36.1119,0.3277,0,1,0,98.0459,0.171,0.7301,2,22.0832,1,1,-2.1193,1.2958,57.0,0.0955
7.5849,2.15,18,5,1714,654,9,71,40.8918,45.7184,0.1811,1,0,0,9.4026,0.1969,0.029,0,9.8294,0,2,-1.1565,-1.1086,75.0,0.6147
11.2716,2.5073,9,2,3202,1373,14,82,64.114,20.9445,0.1731,0,0,1,59.2522,0.2385,0.1169,0,11.3798,3,7,-0.5991,-0.0457,39.0,0.7553
91.5341,4.5276,13,1,3460,41,16,51,15.8032,22.6429,5.4474,0,0,1,24.3768,0.0441,0.3531,1,64.12,1,6,0.7633,0.5288,79.0,0.7367
17.4861,2.917,10,3,1793,505,7,45,23.5065,10.718,0.7135,0,0,0,11.7705,0.3776,0.192,0,15.6314,0,1,1.2119,-0.8723,48.0,0.8912
55.0019,4.0254,19,3,2565,736,19,52,135.0636,10.0621,0.4042,0,0,0,4.0068,0.5584,0.0761,0,14.2603,1,7,-0.0937,-1.5097,45.0,0.7663
7.2602,2.1114,15,2,3586,9,16,31,15.0253,89.8224,0.453,3,0,1,80.6503,0.269,0.1066,2,29.4177,3,2,0.1162,0.2387,94.0,0.7041
32.6735,3.5167,9,5,2776,1287,22,78,415.5758,4.2087,0.0784,0,0,0,51.5026,0.2051,0.3917,1,41.34,3,1,0.2066,-0.1106,3.0,0.8702
531.4586,6.2775,16,3,3528,1566,12,20,100.0595,13.4039,5.2589,0,0,1,13.4712,0.4952,0.2195,2,10.6641,0,6,-1.1369,-1.114,20.0,0.7142
886.9641,6.7889,21,0,2773,88,1,10,4.9448,0.1149,149.1994,2,1,1,1666.7945,0.6601,0.5139,1,560.1998,1,0,-0.055,-0.1158,77.0,0.6984
12.0339,2.5676,14,2,2388,710,2,67,21.5814,16.8285,0.5329,0,0,0,1.7639,0.337,0.3813,2,4.839,2,4,-0.1942,-1.9217,92.0,0.2698
57.5642,4.0701,8,4,760,292,17,16,15.2308,12.5453,3.5466,0,0,0,21.4595,0.4311,0.2413,1,12.4706,2,7,-0.8559,2.033,79.0,0.5582
264.2759,5.5808,15,5,3058,48,24,29,34.5835,11.6993,7.4269,0,1,0,8.0333,0.2408,0.343,3,17.8934,4,7,0.1037,1.785,47.0,0.8119
117.5535,4.7754,8,2,2781,1560,10,30,122.7172,13.19,0.9502,0,0,0,82.721,0.1135,0.1796,1,10.0458,4,4,0.1697,1.3438,80.0,0.8523
